BGC_NAME	TAXA_NAME	ACC_ID	PERC_IDENT	COVERAGE	ORGANISM	PHYLUM	Manual_PHYLUM	Manual_ORGANISM
V1.UC3.0__NODE_1393_length_13520_cov_6.27545__13520__lantipeptide__ANTISMASH__0_13520	"Roseburia faecis strain 2789STDY5608863, whole genome shotgun sequence"	NZ_CYXV01000003	99.807	74	Roseburia faecis	Firmicutes		
V1.UC31.0__NODE_580_length_35518_cov_4.16474__32924__lantipeptide__ANTISMASH__2594_35518	"Tidjanibacter massiliensis strain Marseille-P3084, whole genome shotgun sequence"	NZ_LT629959	98.357	52	N/A	N/A	Bacteroidetes	Tidjanibacter massiliensis
V1.UC31.0__NODE_991_length_22514_cov_2.45683__21107__bacteriocin__ANTISMASH__1407_22514	"Streptococcus sp. HMSC078D09 Scaffold523, whole genome shotgun sequence"	NZ_KV813675	98.976	98	Streptococcus sp. HMSC078D09	Firmicutes		
V1.UC31.4__NODE_295_length_68091_cov_23.1594__6231__bacteriocin__ANTISMASH__61860_68091	"Faecalibacterium prausnitzii strain CNCM I 4644 NODE_2_length_434777_cov_28.2647_ID_1639, whole genome shotgun sequence"	NZ_NMTZ01000027	96.781	89	Faecalibacterium prausnitzii	Firmicutes		
V1.UC31.4__NODE_1711_length_19262_cov_3.82678__19262__arylpolyene__ANTISMASH__0_19262	"Sutterella sp. KLE1602 Scaffold678, whole genome shotgun sequence"	NZ_KQ968580	99.073	64	Sutterella sp. KLE1602	Proteobacteria		
V1.UC31.4__NODE_4370_length_7836_cov_7.81802__7836__arylpolyene__ANTISMASH__0_7836	"Collinsella aerofaciens ATCC 25986 C_aerofaciens-2.0_Cont973, whole genome shotgun sequence"	NZ_AAVN02000004	93.722	78	Collinsella aerofaciens ATCC 25986	Actinobacteria		
V1.UC3.2__NODE_848_length_6558_cov_1.85099__6244__bacteriocin__ANTISMASH__314_6558	"Streptococcus salivarius strain 726_SSAL 376_71701_1388106, whole genome shotgun sequence"	NZ_JUVN01000095	97.903	100	Streptococcus salivarius	Firmicutes		
V1.UC33.0__NODE_343_length_50049_cov_8.69982__14580__bacteriocin__ANTISMASH__35469_50049	"Streptococcus pneumoniae strain 2842STDY5753514, whole genome shotgun sequence"	NZ_FDNK01000003	99.863	100	Streptococcus pneumoniae	Firmicutes		
V1.UC33.0__NODE_4808_length_8485_cov_7.31767__8485__lantipeptide__ANTISMASH__0_8485	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	99.964	99	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
V1.UC34.0__NODE_3494_length_8370_cov_16.6615__8370__resorcinol__ANTISMASH__0_8370	"Bacteroides vulgatus strain NLAE-zl-G202, whole genome shotgun sequence"	NZ_FOBA01000017	99.414	92	Bacteroides vulgatus	Bacteroidetes		
V1.UC35.0__NODE_1299_length_19589_cov_2.46478__19589__nrps__ANTISMASH__0_19589	"Peptostreptococcus sp. D1, whole genome shotgun sequence"	NZ_FONP01000002	97.504	67	Peptostreptococcus sp. D1	Firmicutes		
V1.UC35.0__NODE_3750_length_8343_cov_4.01617__8343__nrps__ANTISMASH__0_8343	"Blautia obeum strain 2789STDY5608837, whole genome shotgun sequence"	NZ_CYZD01000004	99.26	65	Blautia obeum	Firmicutes		
V1.UC35.0__NODE_3761_length_8328_cov_3.02937__8328__nrps__ANTISMASH__0_8328	"Eubacterium rectale strain 2789STDY5834968, whole genome shotgun sequence"	NZ_CYXM01000006	97.895	92	Eubacterium rectale	Firmicutes		
V1.UC35.4__NODE_115_length_116104_cov_19.8222__48011__arylpolyene__ANTISMASH__56578_104589	"Alistipes sp. AL-1, whole genome shotgun sequence"	NZ_CCIZ01000009	99.154	99	N/A	N/A	Bacteroidetes	Alistipes sp. AL-1
V1.UC35.4__NODE_1731_length_24876_cov_6.58446__24876__lantipeptide__ANTISMASH__0_24876	"Bifidobacterium pseudocatenulatum strain 1E Contig_7, whole genome shotgun sequence"	NZ_MNLB01000007	99.548	53	Bifidobacterium pseudocatenulatum	Actinobacteria		
V1.UC38.0__NODE_12_length_256856_cov_31.9501__10225__bacteriocin__ANTISMASH__190339_200564	"Eubacterium rectale strain R22 contig25, whole genome shotgun sequence"	NZ_JRFS01000025	97.882	66	N/A	N/A	Firmicutes	 Eubacterium rectale
V1.UC38.0__NODE_271_length_66068_cov_4.01881__43173__nrps__ANTISMASH__18779_61952	"Ruminococcaceae bacterium D16 acsPy-supercont2.1, whole genome shotgun sequence"	NZ_KI391947	96.266	99	Ruminococcaceae bacterium D16	Firmicutes		
V1.UC38.0__NODE_1803_length_16937_cov_3.06948__16937__bacteriocin__ANTISMASH__0_16937	"Streptococcus parasanguinis CC87K addUc-supercont1.2, whole genome shotgun sequence"	NZ_KI669402	99.333	73	Streptococcus parasanguinis CC87K	Firmicutes		
V1.UC39.0__NODE_8_length_168187_cov_4.12498__52608__nrps__ANTISMASH__46266_98874	"Clostridium leptum DSM 753 1c, whole genome shotgun sequence"	NZ_NOXF01000001	99.227	100	Clostridium leptum DSM 753	Firmicutes		
V1.UC39.0__NODE_1500_length_20430_cov_2.82096__20430__nrps__ANTISMASH__0_20430	"Clostridiales bacterium VE202-09, whole genome shotgun sequence"	NZ_BAHW02000027	99.35	95	N/A	N/A	Firmicutes	Clostridiales bacterium VE202-09
V1.UC40.0__NODE_6_length_212706_cov_12.5054__23150__lantipeptide__ANTISMASH__29479_52629	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000034	99.584	70	Blautia wexlerae	Firmicutes		
V1.UC40.0__NODE_487_length_42915_cov_7.06325__42915__nrps__ANTISMASH__0_42915	"Ruminococcus gnavus AGR2154 N769DRAFT_scf7180000000028_quiver.4_C, whole genome shotgun sequence"	NZ_JAGQ01000004	99.749	69	N/A	N/A	Firmicutes	Ruminococcus gnavus AGR2154
V1.UC40.0__NODE_1950_length_15791_cov_7.39286__15791__nrps__ANTISMASH__0_15791	"Eubacterium hallii isolate EH1 genome assembly, chromosome: I"	NZ_LT907978	91.48	87	Eubacterium hallii	Firmicutes		
V1.UC40.0__NODE_1958_length_15724_cov_1.85309__15724__lantipeptide__ANTISMASH__0_15724	"Bifidobacterium pseudocatenulatum strain CECT 7765, whole genome shotgun sequence"	NZ_CDPW01000001	97.882	99	Bifidobacterium pseudocatenulatum	Actinobacteria		
V1.UC41.0__NODE_362_length_40355_cov_3.91275__40355__lantipeptide__ANTISMASH__0_40355	"Blautia wexlerae DSM 19850 K316DRAFT_scaffold00039.39_C, whole genome shotgun sequence"	NZ_AXVN01000039	98.829	60	N/A	N/A	Firmicutes	Blautia wexlerae DSM 19850
V1.UC42.0__NODE_17_length_210145_cov_7.11448__41194__arylpolyene__ANTISMASH__5928_47122	"Paraprevotella clara YIT 11840 Scfld96, whole genome shotgun sequence"	NZ_JH376616	97.737	99	Paraprevotella clara YIT 11840	Bacteroidetes		
V1.UC42.0__NODE_456_length_38911_cov_2.97241__33923__other__ANTISMASH__0_33923	"Bifidobacterium catenulatum strain 1899B Contig_5, whole genome shotgun sequence"	NZ_NAQA01000005	97.462	59	Bifidobacterium catenulatum	Actinobacteria		
V1.UC42.0__NODE_2624_length_12593_cov_1.20466__12593__nrps__ANTISMASH__0_12593	"Eubacterium sp. An3 An3_contig_5, whole genome shotgun sequence"	NZ_NFIR01000005	99.139	99	N/A	N/A	Firmicutes	Eubacterium sp. An3
V1.UC45.0__NODE_645_length_29494_cov_4.36577__29494__nrps__ANTISMASH__0_29494	"Eubacterium hallii strain 2789STDY5834835, whole genome shotgun sequence"	NZ_CYZL01000006	99.628	52	Eubacterium hallii	Firmicutes		
V1.UC45.0__NODE_1848_length_12252_cov_2.39911__12252__lantipeptide__ANTISMASH__0_12252	"Bifidobacterium longum DJO10A, complete genome"	NC_010816	99.485	66	Bifidobacterium longum (strain DJO10A)	Actinobacteria		
V1.UC45.0__NODE_2925_length_8164_cov_3.38463__8164__nrps__ANTISMASH__0_8164	"Coprococcus comes strain 2789STDY5834962, whole genome shotgun sequence"	NZ_CYXR01000007	99.873	56	Coprococcus comes	Firmicutes		
V1.UC4.5__NODE_604_length_49625_cov_4.52514__26666__nrps__ANTISMASH__22959_49625	"Eggerthella lenta strain AB12 #2 NODE_15, whole genome shotgun sequence"	NZ_PPUK01000015	98.336	98	N/A	N/A	Actinobacteria	Eggerthella lenta
V1.UC46.0__NODE_1616_length_21451_cov_2.18274__21451__arylpolyene__ANTISMASH__0_21451	"Paraprevotella clara YIT 11840 Scfld96, whole genome shotgun sequence"	NZ_JH376616	97.084	59	Paraprevotella clara YIT 11840	Bacteroidetes		
V1.UC47.0__NODE_16_length_202099_cov_10.3497__43258__nrps__ANTISMASH__11313_54571	"Clostridium sp. L2-50 Scfld_02_17, whole genome shotgun sequence"	NZ_DS480328	93.755	90	Clostridium sp. L2-50	Firmicutes		
V1.UC47.0__NODE_1095_length_23891_cov_5.40905__23891__resorcinol__ANTISMASH__0_23891	"Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain DSM 17679 aczJl-supercont1.2, whole genome shotgun sequence"	NZ_KB905473	99.965	91	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	Bacteroidetes		
V1.UC48.0__NODE_2643_length_14945_cov_8.99087__14945__arylpolyene__ANTISMASH__0_14945	"Bacteroides vulgatus CL09T03C04 supercont1.2, whole genome shotgun sequence"	NZ_JH724283	94.254	92	Bacteroides vulgatus CL09T03C04	Bacteroidetes		
V1.UC48.0__NODE_3300_length_12590_cov_4.88895__12590__bacteriocin__ANTISMASH__0_12590	"Escherichia coli strain CFSAN026789 CFSAN026789_contig0005, whole genome shotgun sequence"	NZ_LDDQ01000006	94.886	58	N/A	N/A	Proteobacteria	Escherichia coli
V1.UC49.0__NODE_1130_length_23962_cov_5.09148__19088__lantipeptide__ANTISMASH__4874_23962	"Bacteroides fragilis strain Q1F2 chromosome, complete genome"	NZ_CP018937	99.753	92	Bacteroides fragilis	Bacteroidetes		
V1.UC49.1__NODE_49_length_177599_cov_3.95034__32174__other__ANTISMASH__145425_177599	"Bacteroides fragilis strain DCMOUH0018B contig249, whole genome shotgun sequence"	NZ_JMZZ02000225	99.333	100	Bacteroides fragilis	Bacteroidetes		
V1.UC49.1__NODE_286_length_82670_cov_6.11085__30936__lantipeptide__ANTISMASH__20279_51215	"Bacteroides fragilis strain Q1F2 chromosome, complete genome"	NZ_CP018937	99.652	99	Bacteroides fragilis	Bacteroidetes		
V1.UC49.1__NODE_389_length_68955_cov_12.8028__18887__lantipeptide__ANTISMASH__0_18887	"Odoribacter laneus YIT 12061 supercont1.1, whole genome shotgun sequence"	NZ_JH594596	99.084	98	Odoribacter laneus YIT 12061	Bacteroidetes		
V1.UC49.1__NODE_465_length_62164_cov_14.6778__32615__other__ANTISMASH__0_32615	"Culturomica massiliensis strain Marseille-P2698, whole genome shotgun sequence"	NZ_LT594621	99.378	99	N/A	N/A	Bacteroidetes	Culturomica massiliensis
V1.UC49.1__NODE_2259_length_17909_cov_3.52056__17909__microcin__ANTISMASH__0_17909	"Parvimonas micra strain KCOM 1535, complete genome"	NZ_CP009761	97.367	99	Parvimonas micra	Firmicutes		
V1.UC50.1__NODE_79_length_121306_cov_24.6681__41221__arylpolyene__ANTISMASH__74531_115752	"Bacteroides togonis strain Marseille-P3166, whole genome shotgun sequence"	NZ_LT670820	98.76	71	N/A	N/A	Bacteroidetes	Bacteroides togonis
V1.UC50.1__NODE_137_length_93009_cov_21.7606__41143__resorcinol__ANTISMASH__20103_61246	"Bacteroides timonensis isolate AP1, whole genome shotgun sequence"	NZ_CBVI010000097	99.911	66	N/A	N/A	Bacteroidetes	Bacteroides timonensis
V1.UC50.1__NODE_168_length_84856_cov_9.80959__10168__bacteriocin__ANTISMASH__33881_44049	"Lactococcus lactis subsp. lactis CNCM I-1631 Contig086, whole genome shotgun sequence"	NZ_AGHX01000086	100	100	Lactococcus lactis subsp. lactis CNCM I-1631	Firmicutes		
V1.UC50.1__NODE_3327_length_11959_cov_2.03721__11959__other__ANTISMASH__0_11959	"Anaerotruncus sp. AT3, whole genome shotgun sequence"	NZ_LT962687	99.126	98	N/A	N/A	Firmicutes	Anaerotruncus sp. AT3
V1.UC50.1__NODE_3346_length_11882_cov_2.8429__11882__nrps__ANTISMASH__0_11882	"Eubacterium sp. 3_1_31 supercont1.1, whole genome shotgun sequence"	NZ_JH594448	98.37	85	Eubacterium sp. 3_1_31	Firmicutes		
V1.UC50.1__NODE_4026_length_10064_cov_2.68302__10064__other__ANTISMASH__0_10064	"Clostridiales bacterium VE202-09, whole genome shotgun sequence"	NZ_BAHW02000027	99.463	60	N/A	N/A	Firmicutes	Clostridiales bacterium VE202-09
V1.UC50.1__NODE_5165_length_7983_cov_2.12645__7983__nrps__ANTISMASH__0_7983	"Clostridiales bacterium VE202-09, whole genome shotgun sequence"	NZ_BAHW02000027	98.478	82	N/A	N/A	Firmicutes	Clostridiales bacterium VE202-09
V1.UC5.0__NODE_2999_length_8272_cov_2.30449__8272__bacteriocin__ANTISMASH__0_8272	"Escherichia coli HVH 19 (4-7154984) acXuW-supercont1.15, whole genome shotgun sequence"	NZ_KE698982	99.814	98	N/A	N/A	Proteobacteria	Escherichia coli HVH 19 (4-7154984)
V1.UC5.0__NODE_4898_length_5745_cov_1.11582__5745__other__ANTISMASH__0_5745	"Fusobacterium gonidiaformans ATCC 25563 supercont2.1, whole genome shotgun sequence"	NZ_KQ235751	99.839	98	N/A	N/A	Fusobacteria	Fusobacterium gonidiaformans ATCC 25563
V1.UC51.0__NODE_202_length_68934_cov_29.5501__26031__resorcinol__ANTISMASH__0_26031	"Bacteroides dorei DSM 17855 Scfld3, whole genome shotgun sequence"	NZ_DS995531	97.551	71	Bacteroides dorei DSM 17855	Bacteroidetes		
V1.UC51.0__NODE_1291_length_20665_cov_4.9788__20665__microcin__ANTISMASH__0_20665	"Dialister invisus DSM 15470 Scfld0, whole genome shotgun sequence"	NZ_GG698602	97.124	93	Dialister invisus DSM 15470	Firmicutes		
V1.UC51.0__NODE_4693_length_7049_cov_2.7881__7049__terpene__ANTISMASH__0_7049	"Akkermansia muciniphila strain GP05 scaf-1, whole genome shotgun sequence"	NZ_PJKV01000001	99.067	68	Akkermansia muciniphila	Verrucomicrobia		
V1.UC51.4__NODE_631_length_37330_cov_3.5685__33935__arylpolyene__ANTISMASH__0_33935	"Alistipes finegoldii DSM 17242, complete genome"	NC_018011	97.9	99	Alistipes finegoldii (strain DSM 17242 / JCM 16770 / AHN 2437 / CCUG 46020 / CIP 107999)	Bacteroidetes		
V1.UC52.0__NODE_5901_length_6693_cov_2.53284__6693__other__ANTISMASH__0_6693	"Roseburia inulinivorans strain L1-83, whole genome shotgun sequence"	NZ_CVRS01000048	100	58	Roseburia inulinivorans	Firmicutes		
V1.UC52.1__NODE_77_length_140139_cov_14.3849__41215__arylpolyene__ANTISMASH__13556_54771	"Akkermansia muciniphila strain GP36 scaf-1, whole genome shotgun sequence"	NZ_PJKR01000001	98.516	100	Akkermansia muciniphila	Verrucomicrobia		
V1.UC52.1__NODE_216_length_76233_cov_8.06455__46165__nrps__ANTISMASH__16646_62811	"Bacteroides sp. 2_2_4 supercont1.2, whole genome shotgun sequence"	NZ_EQ973356	99.268	68	Bacteroides sp. 2_2_4	Bacteroidetes		
V1.UC52.1__NODE_475_length_50230_cov_2.94288__14251__lantipeptide__ANTISMASH__0_14251	"Blautia wexlerae DSM 19850 K316DRAFT_scaffold00070.70_C, whole genome shotgun sequence"	NZ_AXVN01000070	99.927	77	N/A	N/A	Firmicutes	Blautia wexlerae DSM 19850
V1.UC52.1__NODE_2938_length_14699_cov_2.0532__14699__resorcinol__ANTISMASH__0_14699	"Paraprevotella clara YIT 11840 Scfld20, whole genome shotgun sequence"	NZ_JH376593	96.58	51	Paraprevotella clara YIT 11840	Bacteroidetes		
V1.UC53.4__NODE_903_length_22152_cov_3.94669__22152__arylpolyene__ANTISMASH__0_22152	"Sutterella sp. KLE1602 Scaffold678, whole genome shotgun sequence"	NZ_KQ968580	98.866	96	Sutterella sp. KLE1602	Proteobacteria		
V1.UC53.4__NODE_1077_length_19809_cov_14.4938__19809__microcin__ANTISMASH__0_19809	"Faecalibacterium prausnitzii strain APC918/95b chromosome, complete genome"	NZ_CP030777	95.636	90	N/A	N/A	Firmicutes	Faecalibacterium prausnitzii
V1.UC53.4__NODE_4088_length_7143_cov_2.74097__7143__lantipeptide__ANTISMASH__0_7143	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000005	99.114	55	Blautia wexlerae	Firmicutes		
V1.UC53.4__NODE_4573_length_6469_cov_1.87138__6469__nrps__ANTISMASH__0_6469	"Blautia sp. Marseille-P2398, whole genome shotgun sequence"	NZ_LT546010	98.818	92	N/A	N/A	Firmicutes	Blautia sp. Marseille-P2398
V1.UC53.4__NODE_4720_length_6304_cov_2.09249__6304__other__ANTISMASH__0_6304	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000006	98.976	89	Blautia wexlerae	Firmicutes		
V1.UC5.3__NODE_105_length_119164_cov_20.2079__48982__nrps__ANTISMASH__24957_73939	"Anaeromassilibacillus sp. Marseille-P3876, whole genome shotgun sequence"	NZ_OLMR01000003	98.622	99	N/A	N/A	Firmicutes	Anaeromassilibacillus sp. Marseille-P3876
V1.UC5.3__NODE_477_length_58475_cov_7.91773__10194__microcin__ANTISMASH__0_10194	"Dialister invisus DSM 15470 Scfld0, whole genome shotgun sequence"	NZ_GG698602	94.726	91	Dialister invisus DSM 15470	Firmicutes		
V1.UC5.3__NODE_751_length_45286_cov_8.53883__23138__lantipeptide__ANTISMASH__3304_26442	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000034	99.378	60	Blautia wexlerae	Firmicutes		
V1.UC54.0__NODE_776_length_46907_cov_48.022__34081__nrps__ANTISMASH__0_34081	"Ruminococcus torques strain 2789STDY5608833, whole genome shotgun sequence"	NZ_CZBR01000003	97.914	54	Ruminococcus torques	Firmicutes		
V1.UC54.0__NODE_4006_length_13892_cov_9.18819__13892__nrps__ANTISMASH__0_13892	"Clostridioides difficile isolate CD105LC4, whole genome shotgun sequence"	NZ_FMMH01000009	99.875	91	N/A	N/A	Firmicutes	Clostridioides difficile
V1.UC55.0__NODE_1631_length_26730_cov_13.1098__24132__lantipeptide__ANTISMASH__2598_26730	"Blautia obeum strain 2789STDY5834861, whole genome shotgun sequence"	NZ_CYZP01000002	95.878	52	Blautia obeum	Firmicutes		
V1.UC55.0__NODE_2040_length_22357_cov_40.4648__22357__lantipeptide__ANTISMASH__0_22357	"Blautia obeum strain APC942/31-1 NODE_17_length_90818_cov_912.978, whole genome shotgun sequence"	NZ_PSQG01000017	99.683	74	N/A	N/A	Firmicutes	Blautia obeum
V1.UC55.0__NODE_4056_length_11937_cov_2.38815__11937__nrps__ANTISMASH__0_11937	"Ruminococcaceae bacterium D16 acsPy-supercont2.1, whole genome shotgun sequence"	NZ_KI391947	94.281	69	Ruminococcaceae bacterium D16	Firmicutes		
V1.UC55.4__NODE_8369_length_6083_cov_2.46251__6083__other__ANTISMASH__0_6083	"Eubacterium ramulus strain 2789STDY5608891, whole genome shotgun sequence"	NZ_CYYA01000016	98.863	87	Eubacterium ramulus	Firmicutes		
V1.UC56.0__NODE_135_length_68096_cov_17.4957__5704__bacteriocin__ANTISMASH__62392_68096	"Lactobacillus amylovorus DSM 20531, complete genome"	NZ_CP017706	98.713	100	Lactobacillus amylovorus DSM 20531	Firmicutes		
V1.UC57.0__NODE_95_length_60198_cov_8.44494__26163__nrps__ANTISMASH__0_26163	"Clostridium sp. L2-50 Scfld_02_17, whole genome shotgun sequence"	NZ_DS480328	99.301	57	Clostridium sp. L2-50	Firmicutes		
V1.UC58.0__NODE_5035_length_7995_cov_2.85126__7995__nrps__ANTISMASH__0_7995	"Blautia obeum strain 2789STDY5608837, whole genome shotgun sequence"	NZ_CYZD01000004	92.146	53	Blautia obeum	Firmicutes		
V1.UC58.0__NODE_7831_length_5607_cov_2.75648__5607__arylpolyene__ANTISMASH__0_5607	Alistipes shahii WAL 8301 draft genome	NC_021030	99.439	54	Alistipes shahii WAL 8301	Bacteroidetes		
V1.UC61.0__NODE_228_length_65988_cov_4.67854__26289__nrps__ANTISMASH__39699_65988	"Escherichia coli KTE38 acHbA-supercont1.7, whole genome shotgun sequence"	NZ_KE136816	99.951	100	Escherichia coli KTE38	Proteobacteria		
V1.UC61.0__NODE_459_length_41744_cov_4.85281__24015__nrps__ANTISMASH__17729_41744	"Coprococcus eutactus strain 2789STDY5608888, whole genome shotgun sequence"	NZ_CYYE01000002	99.477	100	Coprococcus eutactus	Firmicutes		
V1.UC61.0__NODE_930_length_26002_cov_3.77986__26002__nrps__ANTISMASH__0_26002	"Clostridium clostridioforme 90A7 acsOa-supercont1.1, whole genome shotgun sequence"	NZ_KB851045	99.267	72	Clostridium clostridioforme 90A7	Firmicutes		
V1.UC61.0__NODE_2273_length_12464_cov_2.76678__12464__t1pks__ANTISMASH__0_12464	"Escherichia coli UMEA 3304-1 acYxg-supercont1.6, whole genome shotgun sequence"	NZ_KE702322	100	78	N/A	N/A	Proteobacteria	Escherichia coli UMEA 3304-1
V1.UC62.0__NODE_31_length_180575_cov_19.4374__62233__nrps-ladderane__ANTISMASH__16961_79194	"Ruminococcus bromii strain 5AMG contig000035, whole genome shotgun sequence"	NZ_NNBY01000035	96.385	95	N/A	N/A	Firmicutes	Ruminococcus bromii
V1.UC62.0__NODE_5019_length_8060_cov_2.68332__8060__other__ANTISMASH__0_8060	"Bifidobacterium longum subsp. infantis EK3 seq30, whole genome shotgun sequence"	NZ_JNWB01000030	90.993	68	Bifidobacterium longum subsp. infantis EK3	Actinobacteria		
O2.UC11.2__NODE_15_length_133798_cov_5.45629__23903__lassopeptide__ANTISMASH__59958_83861	N/A	N/A	0	0	N/A	N/A		
O2.UC11.2__NODE_111_length_70129_cov_5.88023__44426__nrps__ANTISMASH__16483_60909	N/A	N/A	0	0	N/A	N/A		
O2.UC11.2__NODE_3849_length_7669_cov_1.34121__6355__bacteriocin__ANTISMASH__1314_7669	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_8_length_154187_cov_12.1315__22916__arylpolyene__ANTISMASH__131271_154187	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_19_length_130428_cov_7.27548__18084__bacteriocin__ANTISMASH__112344_130428	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_160_length_60804_cov_2.13803__22997__transatpks__ANTISMASH__37807_60804	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_289_length_46681_cov_4.15693__13502__terpene__ANTISMASH__33179_46681	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_353_length_41551_cov_11.2628__26464__arylpolyene__ANTISMASH__0_26464	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_521_length_32839_cov_2.61158__32839__nrps__ANTISMASH__0_32839	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_891_length_24178_cov_3.51727__17438__terpene__ANTISMASH__6740_24178	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_969_length_22816_cov_3.11449__22816__lantipeptide__ANTISMASH__0_22816	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_1403_length_17624_cov_5.41402__15597__lantipeptide__ANTISMASH__2027_17624	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_3731_length_8016_cov_4.07793__8016__lantipeptide__ANTISMASH__0_8016	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_4001_length_7634_cov_4.83362__7634__bacteriocin__ANTISMASH__0_7634	N/A	N/A	0	0	N/A	N/A		
O2.UC12.2__NODE_5413_length_5758_cov_1.21848__5758__terpene__ANTISMASH__0_5758	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_60_length_103480_cov_9.25354__27227__nrps__ANTISMASH__76253_103480	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_171_length_60603_cov_4.70921__23591__arylpolyene__ANTISMASH__37012_60603	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_433_length_37090_cov_2.5379__35346__nrps__ANTISMASH__1744_37090	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_801_length_26395_cov_4.48049__26395__nrps__ANTISMASH__0_26395	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_1958_length_15005_cov_1.59826__15005__arylpolyene__ANTISMASH__0_15005	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_2949_length_11191_cov_1.91146__11191__arylpolyene__ANTISMASH__0_11191	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_3965_length_8874_cov_1.37759__8874__bacteriocin__ANTISMASH__0_8874	N/A	N/A	0	0	N/A	N/A		
O2.UC1.2__NODE_6481_length_5853_cov_1.25371__5853__bacteriocin__ANTISMASH__0_5853	N/A	N/A	0	0	N/A	N/A		
O2.UC13.2__NODE_33_length_156089_cov_7.85684__44299__nrps__ANTISMASH__45783_90082	N/A	N/A	0	0	N/A	N/A		
O2.UC13.2__NODE_72_length_114245_cov_4.40785__47446__nrps__ANTISMASH__37570_85016	N/A	N/A	0	0	N/A	N/A		
O2.UC13.2__NODE_296_length_62893_cov_7.84734__20891__bacteriocin__ANTISMASH__42002_62893	N/A	N/A	0	0	N/A	N/A		
O2.UC13.2__NODE_1193_length_24439_cov_4.84408__7401__bacteriocin__ANTISMASH__17038_24439	N/A	N/A	0	0	N/A	N/A		
O2.UC14.2__NODE_24_length_152881_cov_6.55331__47443__nrps__ANTISMASH__63454_110897	N/A	N/A	0	0	N/A	N/A		
O2.UC14.2__NODE_3176_length_8811_cov_1.51188__8811__nrps__ANTISMASH__0_8811	N/A	N/A	0	0	N/A	N/A		
O2.UC14.2__NODE_3905_length_7470_cov_1.20445__7470__bacteriocin__ANTISMASH__0_7470	N/A	N/A	0	0	N/A	N/A		
O2.UC14.2__NODE_4260_length_6978_cov_1.66647__6978__nrps__ANTISMASH__0_6978	N/A	N/A	0	0	N/A	N/A		
O2.UC16.2__NODE_202_length_38619_cov_3.95963__33918__nrps__ANTISMASH__0_33918	N/A	N/A	0	0	N/A	N/A		
O2.UC17.2__NODE_299_length_39639_cov_2.85482__27514__lantipeptide__ANTISMASH__12125_39639	N/A	N/A	0	0	N/A	N/A		
O2.UC17.2__NODE_1356_length_18657_cov_1.93823__18657__arylpolyene__ANTISMASH__0_18657	N/A	N/A	0	0	N/A	N/A		
O2.UC17.2__NODE_2993_length_10499_cov_2.37294__10499__arylpolyene__ANTISMASH__0_10499	N/A	N/A	0	0	N/A	N/A		
O2.UC17.2__NODE_3263_length_9787_cov_2.40423__9787__nrps__ANTISMASH__0_9787	N/A	N/A	0	0	N/A	N/A		
O2.UC18.2__NODE_323_length_46847_cov_2.24906__33267__bacteriocin__ANTISMASH__13580_46847	N/A	N/A	0	0	N/A	N/A		
O2.UC18.2__NODE_595_length_33614_cov_4.80688__23727__lantipeptide__ANTISMASH__9887_33614	N/A	N/A	0	0	N/A	N/A		
O2.UC18.2__NODE_1609_length_17393_cov_1.96112__13974__bacteriocin__ANTISMASH__3419_17393	N/A	N/A	0	0	N/A	N/A		
O2.UC18.2__NODE_2592_length_12045_cov_1.81593__12045__ladderane__ANTISMASH__0_12045	N/A	N/A	0	0	N/A	N/A		
O2.UC18.2__NODE_2919_length_11006_cov_12.9587__7200__bacteriocin__ANTISMASH__3806_11006	N/A	N/A	0	0	N/A	N/A		
