Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
C6018__NODE_6_length_211223_cov_23.7637__51494__otherks-t1pks__ANTISMASH__24496_75990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.94022713	0	0	0	0	0
C6018__NODE_47_length_33281_cov_11.1139__33281__nrps__ANTISMASH__0_33281	0	0	0	0	0	0	6.245266191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05459539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.46194085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431.7098021	0	0	0	0	0
C6018__NODE_437_length_8123_cov_7.93344__8123__bacteriocin__ANTISMASH__0_8123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.55319636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.687141686	0	0	0	0	0	0	0	0	0	1.333370695	0	0	0	0.929664802	0.683187074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2804.623924	0	0	0	0	0
C6017__NODE_570_length_14112_cov_8.69396__14112__bacteriocin__ANTISMASH__0_14112	0	0	0	0	0	0	0	0	0	0	0	1037.025567	0	0	0	0	0	0	0	849.3997023	22.93799604	0	0	35.87228995	0	19.33041936	30.16089111	0	0	69.6316139	0	40.5168498	20.97640398	13.13141924	0	0	0	34.64272555	9.39783334	13.43367549	14.09173799	0	35.71295876	47.27680717	25.39154325	498.0999469	0	0	0	555.8278867	73.19029214	33.91529979	0	21.88800787	12.62677651	34.89746065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.05836271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.2454999	0	0	0	0	0	0	0	0	0	35.45463778	0	0	0	0	0	0	41.60923457	0	0	0	0	0	0	0	0	0	0	0	119.4089425	0	0	0	0	0	524.4899749	0	0	0	29.82167653	0	0	0	0	0	0	0	0	0	40.66896689	0	0	0	0	31.56032705	226.3623537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.50962057	448.5900821	64.71266504	0	49.89380602	22.76444625	0	0	0	13.54212623	0	50.21511937	0	0	0	25.83397464	0	67.24754248	0	21.54569236	453.5147392	30.8484384	0	436.4877765	0	41.09828372	0	0	0	0	0	0	0	25.21759674	0	0
C6016__NODE_782_length_10600_cov_27.5503__10600__terpene__ANTISMASH__0_10600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.09094836	0	0	0	0	0	0	0	0	0	127.6523034	0	0	0	0	0	0	0	0	0	3.905121759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.15668691	2.777725773	3.617471717	2325.555871	16.74235571	0	0	0	0	0	0	0	0	0	0	0	0	0	6.285809439	0	0	0	0	0	0	0	0	0	0	0	0	0	15.60773237	7.115686073	20.51824298	0	0	0	0	0	0	9.699669402	9.254377677	14.47951048	161.8271325	32.34934844	0	0	0	0	0	0	0	0	62.74920042	28.50870595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2819.557924	0	0	0	0	0	0	0	0	0	0
C6016__NODE_356_length_26112_cov_92.2145__26112__arylpolyene__ANTISMASH__0_26112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.059868964	0	0	0	0	0	0	0	0	0	54.50533396	0	0	0	0	0	0	0	0	0	2.918210049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.75737618	1.903999712	1.635854213	872.3075213	7.510161238	0	0	0	0	0	0	0	0	0	0	0	0	0	2.008898264	0	0	0	0	0	0	0	0	0	0	0	0	0	2.300382422	5.819314317	13.71278961	0	0	0	0	0	0	7.595989047	6.984331622	4.588158705	1467.749281	13.58678849	0	0	0	0	0	0	0	0	33.41373439	11.6208202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1723.795291	0	0	0	0	0	0	0	0	0	0
C6016__NODE_278_length_31570_cov_14.6146__19715__terpene__ANTISMASH__11855_31570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.144589651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.671306529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35524796	1.138775986	1.288904077	8.505878815	7.154114049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.792649819	5.170459385	11.27342451	0	0	0	0	0	0	6.603666599	6.257898009	1.523758939	1111.305124	14.36348568	0	0	0	0	0	0	0	0	11.99194238	3.058358299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892.0178771	0	0	0	0	0	0	0	0	0	0
C6014__NODE_1181_length_6258_cov_219.325__6258__ladderane__ANTISMASH__0_6258	0	0	6.454631255	0	0	3.67617018	6.07419368	4.46623292	7.248221182	0	0	0	0	0	0	0	0	2.983931022	0	0	0	2.624047844	0	0	0	0	0	0	0	26.55678308	0	10.70689349	3716.791215	20.27057148	0	0	0	0	0	0	0	21.48786632	9078.353696	0	12.32280943	18.68022496	2.390065662	0	0	17.73955206	12.17729314	15.52635475	0	13.76719648	2658.751467	12.93537056	33.88388748	0	2.535396995	0	24.62628226	23.33203403	16.17613259	11.55301683	44.59956261	0	12.85621645	16.52238026	0	8.864522821	15.89379333	12.41975251	0	0	6.338895679	0	10.7726546	19.7250743	15.7478593	0	0	0	0	0	0	0	0	0	0	0	17.53067454	2.580360777	0	0	0	0	0	17.41492282	8720.711326	14.92632762	8950.491814	3.171250315	0	0	0	0	0	0	0	0	0	0	20.83448297	0	0	2.646688687	0	0	0	0	0	1.609743062	0	0	3311.970171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8549.747531	0	3.219638566	0	1715.551901	0	0	0	0	0	0	0	0	0	11.80547763	18.57900719	8.614589889	5369.814006	0	0	0	0	0	0	8.500091124	9.80731666	1886.865536	0	12.56872484	0	0	0	0	0	8.430492111	9.779177173	9.685283133	0	20.19741867	21.22330498	0	0	0	0	0	5.311530689	0	8.072544282	0	0	0	0	0	0	2.56984377	0	0	1.314345266	2.599548571	0	0	0	0	0	0	0	0	0	9862.957532	0	0	0	0	0	0	0	0	0	0	0
C6009__NODE_669_length_36034_cov_150.466__36034__resorcinol__ANTISMASH__0_36034	33.68802196	32.4937925	0	39.92207849	0	0	0	0	0	21.51694808	0	0	0	0	0	16.69414256	35.94248523	0	9.550361768	0	0	0.615584903	36.36202829	0	0	0	0	29.89476226	0	6.975878161	0	23.13835194	24.10981539	19.06852349	0	0	0	0	0	0	0	9.776017512	11.21975552	0	20.71077723	14.15715415	1.294676274	0	0	24.98508715	18.39431794	10.15413938	0	23.12991492	22.1019724	18.41752903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.144907139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.415255296	0	0	0	0	0	0.995135885	0.927812596	0	0	0	0	0	0	0	0	0	0	0	0	0	4.005633692	0	6.03820325	19.25512395	0	0	0	0	1.233366046	0	2.358549053	0	0	0	0	0	0	0	0	0	0	0	8.83496744	0	0	0	0	0	0	0	18.41625748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.044913525	5.699395662	4.824138394	7.175451429	0	0	0	0	2.976178794	0	0	0	0	0	0	2.198759028	0	0	3.329154245	0.824179556	2.768385916	0	0	2.062811819	1.888862573	1.512932278	0	29.41266151	15.54443469	0	0	0	0	0	62.33991239	0	0	11.92031957	48.09607379	0	8.629693955	0	0	0	0	0	0	0	1.119443803	0	22.41932986	12.32144538	25.4514441	0	0	3.301145781	0	0	18.52013927	0
C6009__NODE_6348_length_5847_cov_2653.09__5847__nrps__ANTISMASH__0_5847	0	0	0	0	0	0	0	0	0	0	0.555448326	0	0	0	0	0	0	0	0	0	0.639652167	0	0	0	0	0	0	0	0	1505.813678	0	0	1.581666192	0	0	0	0	0	0	0	0	0.924745795	0	0	0.512702491	0	0.618965717	0	0	0	0	1.782372368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4378.316951	0	0	1.364724865	1.060279825	0	0	0	0	0	0	0	2.620513365	0	0	0	7.971407381	0	0	0	0	0	0	0	0	0.685591543	0	0	1519.952716	0.434914843	0	0	0	0	0	0	0	0	0	0	8.395462204	0	0	0	0	0	0	0	0	0	0	0	1.4742884	0	0.691542974	0	0	1.315381836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56209985	0	3.469185765	1138.466827	0	1164.897649	0	0	2.028438218	0	0	0	0	1.523927904	1.531015773	0	0	0	0	0	0	0	0	1.716558226	0	0	0	0	0	0	0	0	0	1.251750528	0.93091333	0	2.636051862	0	0.626684116	0	0	4.172529037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1445.555986	0	0	0	0	0	0	1.751466219	0	1229.629597	1.981838418	0	0	0	0	0	0	0
C6009__NODE_5657_length_6492_cov_68.854__6492__bacteriocin__ANTISMASH__0_6492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04674355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.184762332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89666917	0	0	0	0	0	0	0	0	0	0	0	0	0	4.970138144	0	0	0	0	0	0	2.099676428	0	0	1.370802491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31358555	1.015818274	0.818534426	0	0	0	0	0	0	0	7.647396974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.113025899	0	4.431523354	19.2884412	5.226187127	7.771249104	3.675567633	0	2.817681928	0	0	0	0	0	0	0	0	0	3.57763091	0	0
C6009__NODE_516_length_42133_cov_10.5181__20394__lantipeptide__ANTISMASH__21739_42133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481108577	0	0	0	0	0	2.095665694	0	0	0	0	0	0	0	0.871192646	0	0	0	0	0	0	0	0	0	0	0	0
C6009__NODE_3449_length_10405_cov_35.6998__10405__resorcinol__ANTISMASH__0_10405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71636881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.39425056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.153487695	0	0	0	0	0	0	0	3.001545762	0	0	0	0	0	0	0	0	0	0	0	17.92601258	0	0	0	0	18.95369885	0.817014577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320621149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24293578	0	3.190791699	3.29381416	11.20664571	2.085624253	1.042020794	0	3.034992221	0	0	0	0	0	0	0	0	0	3.79556604	0	0
C6009__NODE_323_length_55106_cov_110.639__52250__nrps__ANTISMASH__0_52250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.198451495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50073492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.860200342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434966269	0	0	0	0	0	0	0	0	0	0	0	0	0	4.279851749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293256975	0	0	0	0	0	0	0	0	0	3.929265017	0	4.236455807	25.55506033	16.15160995	7.68075409	12.17741308	0	5.868207574	0	0	0	0	0	0	0	0	0	5.799523385	0	0
C6009__NODE_3175_length_11137_cov_14.1916__11137__lantipeptide__ANTISMASH__0_11137	2.148145548	2.009012115	0	0	0	0	0	0	0	0	0	0	0	0	0	1.299073141	1.966865035	0	3.997355601	0	0	0	0	0	0	0	0	0	0	0.97365688	0	0	0	0	0	0	0	0	0	0	7.292568572	2.221318565	0	0	1.065702418	0	0	0	0	0	0	2.993492886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.926822944	0	0	0	0	5.053384427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.248779852	0	0	356.363993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.041561277	424.540382	0	0	0	0	0	6.736575096	0
C5006__NODE_68_length_101550_cov_13.5281__9577__bacteriocin__ANTISMASH__91973_101550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.77800331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.950953502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.116279429	22.65067617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.82401906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.98203909	0	0	0	7.829793109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.402641266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.03234311	0	0	0	0
C5006__NODE_3588_length_5899_cov_566.225__5899__arylpolyene__ANTISMASH__0_5899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4491.924679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5006__NODE_2116_length_10149_cov_2.73895__10149__bacteriocin__ANTISMASH__0_10149	0	0	0	0	0	0	0	29.91323555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.0877047	0	0	0	0	0	0	0	0	0	0	0	0	11.01481881	0	0	0	0	0	0	0	0	61.50194111	754.8951623	0	0	47.85738718	73.25600509	0	0	52.72728096	0	0	903.5153725	0	0	0	0	0	0	0	0	0	0	0	99.78019037	71.78042642	87.079121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.46803528	51.48706135	16.94991059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.57990866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.92399858	63.39343436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.915242769	0	89.91124506	0	8.339146723	0	0	0	0	0	0	0	29.79338009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5004__NODE_86_length_103190_cov_15.651001__37048__other__ANTISMASH__0_37048	0	0	0	0	0	0	0	0	0	0	0.418252336	0	0	7.366523157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563734003	0	0	0	0.514899923	0	0	0	0.910228803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.746123344	0	0	0	0	0	0	0.672491056	0	0.435242542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.251674573	1.187546317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5004__NODE_229_length_60358_cov_7.022802__43633__arylpolyene__ANTISMASH__13730_57363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.38100813	59.84497462	0	0	0	0	62.10685129	23.07020341	0	0	0	0	0	0	0	0	0.462405963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5002__NODE_91_length_99443_cov_281.607__41137__resorcinol__ANTISMASH__50072_91209	0	0	0	0	0	0	0	10.64975785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.39408298	0	0	0	32.62389977	32.26684092	0	0	57.74012199	0	0	24.86628611	0	0	0	0	0	0	7.994914812	0	15.38577719	24.74476552	18.23252943	0	0	0	0	0	0	0	0	0	0	0	6.803960003	3.341750813	7.045450084	0	0	0	0	0	0	0	7.11436295	7.901382617	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4166263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.70083786	0	0	0	0.432536984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.516974888	0	0	0	0	0	0	0	0	0	0	0
