BGC,log(HighestMean_AllClasses),class_discriminitive,LDA_score,LEfSe_pvalue,manual_pvalue,NCBI refrence sequence acession number,Taxa Name,Phylum
O2.UC43.2__NODE_27_length_85697_cov_3.82589__32927__lantipeptide__ANTISMASH__52770_85697,3.32079628782,-,-,-,0.43316341249518,NZ_CYXV01000003,Roseburia faecis,Firmicutes
V1.UC52.1__NODE_2567_length_16180_cov_2.65501__6750__bacteriocin__ANTISMASH__9430_16180,2.21173489054,-,-,-,0.23881588778877,N/A,N/A,Unassigned
O2.UC26.2__NODE_1304_length_14837_cov_14.8686__14837__lantipeptide__ANTISMASH__0_14837,2.66905310227,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC2.0__NODE_4539_length_6887_cov_1.22834__6887__nrps__ANTISMASH__0_6887,3.70085518837,-,-,-,0.306205136995762,NZ_LT546010,Blautia sp. Marseille-P2398,Firmicutes
O2.UC52.0__NODE_1306_length_15598_cov_2.44747__15598__other__ANTISMASH__0_15598,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.CD29.0__NODE_2360_length_13418_cov_1.62261__13418__lantipeptide__ANTISMASH__0_13418,3.70885388894,-,-,-,0.0412208940335078,N/A,N/A,Unassigned
V1.UC5.0__NODE_4898_length_5745_cov_1.11582__5745__other__ANTISMASH__0_5745,2.7103766574,-,-,-,0.411300459413516,NZ_KQ235751,Fusobacterium gonidiaformans ATCC 25563,Fusobacteria
V1.CD20.4__NODE_2398_length_16240_cov_5.73889__16240__nrps__ANTISMASH__0_16240,2.27819201786,-,-,-,0.771639699035542,N/A,N/A,Unassigned
V1.CD21.0__NODE_34_length_164572_cov_33.7006__30154__lantipeptide__ANTISMASH__80218_110372,3.4795449037,CD,3.04308404189,1.79922895577e-05,1.79922895577125e-05,NZ_PDCW01000022,Bacteroides fragilis,Bacteroidetes
V1.UC11.0__NODE_199_length_53706_cov_23.1665__48348__nrps__ANTISMASH__0_48348,3.51245459641,-,-,-,0.352231300452992,NZ_JH594448,Eubacterium sp. 3_1_31,Firmicutes
V1.UC26.0__NODE_2138_length_14483_cov_9.66392__14483__other__ANTISMASH__0_14483,2.86893116168,-,-,-,0.375280497349628,NZ_JNWB01000030,Bifidobacterium longum subsp. infantis EK3,Actinobacteria
V1.CD7.4__NODE_401_length_46986_cov_61.8892__46986__nrps__ANTISMASH__0_46986,3.57396924633,-,-,-,0.220834882676559,NZ_OEPZ01000003,Dorea sp. Marseille-P4003,Firmicutes
O2.UC9.2__NODE_1019_length_26569_cov_3.57132__26569__nrps__ANTISMASH__0_26569,2.35162700765,-,-,-,0.14353222089636,N/A,N/A,Unassigned
V1.UC50.1__NODE_4026_length_10064_cov_2.68302__10064__other__ANTISMASH__0_10064,1.60792111547,-,-,-,0.563922257375829,NZ_BAHW02000027,Clostridiales bacterium VE202-09,Firmicutes
O2.UC51.2__NODE_6733_length_6889_cov_1.69229__6889__bacteriocin__ANTISMASH__0_6889,0.953019735354,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC34.0__NODE_3831_length_5787_cov_1.20551__5787__other__ANTISMASH__0_5787,3.82669882558,-,-,-,0.193051965693336,NZ_JGDQ01000059,Bacteroides fragilis str. 3725 D9(v),Bacteroidetes
O2.UC52.0__NODE_336_length_47622_cov_2.73889__28025__terpene__ANTISMASH__19597_47622,2.70656106569,-,-,-,0.528781540425378,NZ_JNHK01000089,Parabacteroides distasonis str. 3776 D15 i,Bacteroidetes
O2.UC51.2__NODE_6315_length_7314_cov_1.82959__7314__otherks__ANTISMASH__0_7314,0,-,-,-,NaN,NZ_UETD01000006,Ruminococcus flavefaciens,Firmicutes
V1.CD18.0__NODE_417_length_48226_cov_3.4221__42642__nrps__ANTISMASH__5584_48226,2.73208209,CD,2.72059093813,0.00363617737107,0.0036361773710741,NZ_LN999827,Clostridium sp. AT4,Firmicutes
O2.UC13.2__NODE_1193_length_24439_cov_4.84408__7401__bacteriocin__ANTISMASH__17038_24439,2.57492039663,-,-,-,0.209945414619177,N/A,N/A,Unassigned
V1.CD27.0__NODE_1210_length_18246_cov_9.59821__18246__lantipeptide__ANTISMASH__0_18246,3.28663460667,-,-,-,0.790955432823564,N/A,N/A,Unassigned
V1.UC11.0__NODE_252_length_46982_cov_4.5877__46982__nrps__ANTISMASH__0_46982,2.96800517353,-,-,-,0.0354083741432169,NZ_JNKJ01000037,Blautia schinkii DSM 10518,Firmicutes
V1.CD27.0__NODE_946_length_21705_cov_16.2906__21705__lantipeptide__ANTISMASH__0_21705,2.22243901858,-,-,-,0.411300459413516,NZ_CYXM01000029,Eubacterium rectale,Firmicutes
V1.UC42.0__NODE_17_length_210145_cov_7.11448__41194__arylpolyene__ANTISMASH__5928_47122,2.833381585,-,-,-,0.0556684567113727,NZ_JH376616,Paraprevotella clara YIT 11840,Bacteroidetes
O2.UC19.2__NODE_3535_length_6441_cov_1.23661__6441__nrps__ANTISMASH__0_6441,3.49175454629,-,-,-,0.965210783910355,NZ_ADMO01000148,Bacteroides ovatus SD CMC 3f,Bacteroidetes
V1.UC42.0__NODE_2624_length_12593_cov_1.20466__12593__nrps__ANTISMASH__0_12593,0,-,-,-,NaN,NZ_NFIR01000005,Eubacterium sp. An3,Firmicutes
O2.UC5.0__NODE_598_length_27627_cov_5.73673__27627__nrps__ANTISMASH__0_27627,2.54197978101,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC11.5__NODE_1219_length_30855_cov_3.11214__24415__nrps__ANTISMASH__0_24415,1.67098998135,-,-,-,0.478253695985279,N/A,N/A,Unassigned
O2.UC30.2__NODE_541_length_35315_cov_2.82853__35315__nrps__ANTISMASH__0_35315,2.25181659228,-,-,-,0.0673330290671222,N/A,N/A,Unassigned
V1.UC51.0__NODE_202_length_68934_cov_29.5501__26031__resorcinol__ANTISMASH__0_26031,4.69537212651,CD,3.91845973893,0.00112879898466,0.00112879898466326,NZ_DS995531,Bacteroides dorei DSM 17855,Bacteroidetes
O2.UC24.2__NODE_3135_length_8512_cov_1.5865__8512__arylpolyene__ANTISMASH__0_8512,2.05886405109,-,-,-,0.563922257375829,NZ_LT556049,Prevotella lascolaii,Bacteroidetes
O2.UC35.2__NODE_18_length_175818_cov_4.03873__43464__arylpolyene__ANTISMASH__5654_49118,2.68339816096,-,-,-,0.449948897321419,N/A,N/A,Unassigned
V1.UC62.0__NODE_31_length_180575_cov_19.4374__62233__nrps-ladderane__ANTISMASH__16961_79194,3.47835723997,UC,3.15245433503,0.00997723823303,0.00997723823302942,NZ_NNBY01000035,Ruminococcus bromii,Firmicutes
V1.CD30.0__NODE_2651_length_10126_cov_1.26442__8030__bacteriocin__ANTISMASH__2096_10126,3.31217334736,-,-,-,0.0192986079824643,NZ_NNBY01000045,Ruminococcus bromii,Firmicutes
V1.CD7.4__NODE_1138_length_22326_cov_22.5187__22326__lantipeptide__ANTISMASH__0_22326,2.83174599138,CD,2.57352353862,0.000483689450982,0.000483689450982291,N/A,N/A,Unassigned
V1.UC25.0__NODE_269_length_48007_cov_4.57804__6063__bacteriocin__ANTISMASH__0_6063,2.93805056385,-,-,-,0.885470625130315,NZ_LVWW01000002,Streptococcus thermophilus,Firmicutes
V1.CD17.4__NODE_2658_length_14931_cov_3.23293__14931__nrps__ANTISMASH__0_14931,2.57412596124,CD,2.50264280633,0.000190723945173,0.000190723945172957,N/A,N/A,Unassigned
O2.UC40.2__NODE_5802_length_6063_cov_1.24484__6063__nrps__ANTISMASH__0_6063,2.14274062955,-,-,-,0.356672031948739,NC_021039,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),Firmicutes
O2.UC47.2__NODE_1624_length_14315_cov_1.78065__14315__nrps__ANTISMASH__0_14315,1.95018570002,-,-,-,0.0265140902234359,NZ_MPDJ01000005,Eisenbergiella tayi,Firmicutes
O2.UC54.0__NODE_404_length_39167_cov_2.81584__13321__lantipeptide__ANTISMASH__25846_39167,3.72750290339,-,-,-,0.348790702614599,N/A,N/A,Unassigned
O2.UC12.2__NODE_289_length_46681_cov_4.15693__13502__terpene__ANTISMASH__33179_46681,2.20487628339,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC26.4__NODE_500_length_57939_cov_3.42504__23420__nrps__ANTISMASH__0_23420,3.1987003248,UC,2.88532065425,1.44666591054e-05,1.44666591054182e-05,NZ_CYZD01000004,Blautia obeum,Firmicutes
O2.UC55.0__NODE_575_length_36912_cov_2.29213__34584__arylpolyene__ANTISMASH__2328_36912,1.14675208903,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.CD34.0__NODE_655_length_36329_cov_8.85122__36329__nrps__ANTISMASH__0_36329,1.9401898788,-,-,-,0.411300459413516,N/A,N/A,Unassigned
O2.UC27.2__NODE_1645_length_12072_cov_2.07098__12072__lantipeptide__ANTISMASH__0_12072,1.99401002343,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC3.0__NODE_1261_length_14573_cov_2.43264__14573__bacteriocin__ANTISMASH__0_14573,2.82128885636,-,-,-,0.420059393534477,NZ_QEPW01000003,Haemophilus parainfluenzae,Proteobacteria
V1.CD22.0__NODE_416_length_58194_cov_5.37747__17320__terpene__ANTISMASH__0_17320,1.79756078385,-,-,-,0.356672031948739,N/A,N/A,Unassigned
O2.UC11.2__NODE_3849_length_7669_cov_1.34121__6355__bacteriocin__ANTISMASH__1314_7669,2.93992787102,-,-,-,0.018295161547441,N/A,N/A,Unassigned
V1.UC49.1__NODE_148_length_113554_cov_4.51711__55634__nrps__ANTISMASH__54341_109975,2.15006551199,-,-,-,0.272163476922754,N/A,N/A,Unassigned
V1.CD20.4__NODE_696_length_42747_cov_3.67617__28620__other__ANTISMASH__14127_42747,2.01962988359,-,-,-,0.0139250616788644,N/A,N/A,Unassigned
V1.UC38.0__NODE_271_length_66068_cov_4.01881__43173__nrps__ANTISMASH__18779_61952,2.02103788595,-,-,-,0.126564848808417,NZ_KI391947,Ruminococcaceae bacterium D16,Firmicutes
V1.UC25.1__NODE_2456_length_13453_cov_2.73369__13453__arylpolyene__ANTISMASH__0_13453,2.81496946275,-,-,-,0.948088474793424,N/A,N/A,Unassigned
O2.UC2.0__NODE_1230_length_14811_cov_1.83159__14811__nrps__ANTISMASH__0_14811,2.78251043151,-,-,-,0.0309457276687779,N/A,N/A,Unassigned
V1.UC35.4__NODE_115_length_116104_cov_19.8222__48011__arylpolyene__ANTISMASH__56578_104589,3.07904893666,-,-,-,0.671565598273712,NZ_CCIZ01000009,Alistipes sp. AL-1,Bacteroidetes
O2.UC49.2__NODE_1730_length_13268_cov_1.6732__13268__lantipeptide__ANTISMASH__0_13268,1.89148364233,-,-,-,0.0521107299017915,N/A,N/A,Unassigned
V1.UC10.2__NODE_2788_length_12169_cov_2.50454__12169__terpene__ANTISMASH__0_12169,1.41076223521,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.CD30.0__NODE_1626_length_13807_cov_2.46546__13730__hserlactone__ANTISMASH__77_13807,1.21602943407,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC2.0__NODE_310_length_51072_cov_4.24219__40728__nrps__ANTISMASH__10344_51072,1.9904192011,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.CD24.0__NODE_1469_length_17214_cov_1.46273__16572__lantipeptide__ANTISMASH__642_17214,2.3153895763,-,-,-,0.111611760426205,N/A,N/A,Unassigned
O2.UC47.2__NODE_2227_length_10741_cov_2.86403__10741__nrps__ANTISMASH__0_10741,1.88978795087,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC49.1__NODE_2259_length_17909_cov_3.52056__17909__microcin__ANTISMASH__0_17909,2.04028945029,-,-,-,0.563922257375829,NZ_CP009761,Parvimonas micra,Firmicutes
O2.UC11.2__NODE_15_length_133798_cov_5.45629__23903__lassopeptide__ANTISMASH__59958_83861,1.90723097013,-,-,-,0.411300459413516,N/A,N/A,Unassigned
V1.UC13.0__NODE_517_length_7555_cov_0.716933__7555__bacteriocin__ANTISMASH__0_7555,3.59543623431,-,-,-,0.0789995210533353,NZ_CVRQ01000029,Eubacterium rectale,Firmicutes
O2.UC24.2__NODE_53_length_123216_cov_3.24553__43609__arylpolyene__ANTISMASH__42484_86093,2.42125657576,-,-,-,0.982120839572034,N/A,N/A,Unassigned
V1.UC53.0__NODE_4191_length_9420_cov_4.43374__9420__nrps__ANTISMASH__0_9420,2.32866260379,-,-,-,0.119767063581159,N/A,N/A,Unassigned
O2.UC52.2__NODE_4243_length_8692_cov_4.48304__8692__nrps__ANTISMASH__0_8692,3.836535351,-,-,-,0.105591010586898,NZ_CYZA01000004,Blautia obeum,Firmicutes
O2.UC53.2__NODE_728_length_32085_cov_3.70128__32085__nrps__ANTISMASH__0_32085,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC30.2__NODE_1602_length_17037_cov_2.2909__17037__resorcinol__ANTISMASH__0_17037,2.8603722138,-,-,-,0.0470024303086297,N/A,N/A,Unassigned
O2.UC46.2__NODE_1164_length_23341_cov_2.4147__21624__lantipeptide__ANTISMASH__1717_23341,2.23425587071,-,-,-,0.272163476922754,N/A,N/A,Unassigned
V1.UC53.4__NODE_903_length_22152_cov_3.94669__22152__arylpolyene__ANTISMASH__0_22152,2.653117738,-,-,-,0.335332783572598,NZ_KQ968580,Sutterella sp. KLE1602,Proteobacteria
O2.UC20.2__NODE_1136_length_21461_cov_4.90409__13121__hserlactone__ANTISMASH__8340_21461,2.62582225597,-,-,-,0.192700302552898,N/A,N/A,Unassigned
O2.UC2.2__NODE_3595_length_10045_cov_1.84254__10045__arylpolyene__ANTISMASH__0_10045,2.74869464254,-,-,-,0.962438162755447,N/A,N/A,Unassigned
V1.CD34.0__NODE_2130_length_16151_cov_3.9439__16151__nrps__ANTISMASH__0_16151,1.98873624005,-,-,-,0.14353222089636,N/A,N/A,Unassigned
V1.UC33.0__NODE_343_length_50049_cov_8.69982__14580__bacteriocin__ANTISMASH__35469_50049,3.04909433959,-,-,-,0.279262515919051,NZ_FDNK01000003,Streptococcus pneumoniae,Firmicutes
O2.UC32.2__NODE_4797_length_6796_cov_4.82629__6796__nrps__ANTISMASH__0_6796,4.14988570522,-,-,-,0.0459597060193942,NZ_AUJF01000023,Blautia wexlerae AGR2146,Firmicutes
V1.UC26.0__NODE_1001_length_24196_cov_1.68763__24196__bacteriocin__ANTISMASH__0_24196,3.69836993179,-,-,-,0.598615222773916,NZ_CYZM01000002,Anaerostipes hadrus,Firmicutes
O2.UC44.2__NODE_2186_length_12877_cov_12.4771__10481__microcin__ANTISMASH__2396_12877,4.43245895872,UC,4.05962658921,6.10410193897e-05,6.10410193897167e-05,NZ_PSQF01000031,Subdoligranulum sp. APC924/74,Firmicutes
O2.UC35.2__NODE_4376_length_8022_cov_1.41923__8022__nrps__ANTISMASH__0_8022,2.05524721103,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.UC40.0__NODE_487_length_42915_cov_7.06325__42915__nrps__ANTISMASH__0_42915,3.32910347348,CD,2.96584952334,0.00131936184793,0.00131936184793066,NZ_UAVW01000019,Clostridium clostridioforme,Firmicutes
O2.UC1.2__NODE_3965_length_8874_cov_1.37759__8874__bacteriocin__ANTISMASH__0_8874,1.03335465559,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.CD16.0__NODE_353_length_39802_cov_5.54754__36927__other__ANTISMASH__2875_39802,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC1.2__NODE_4786_length_7633_cov_18.9781__7633__resorcinol__ANTISMASH__0_7633,2.84650801501,-,-,-,0.356672031948739,NZ_KI535309,Porphyromonas uenonis DSM 23387 = JCM 13868,Bacteroidetes
V1.CD22.0__NODE_1145_length_29513_cov_6.66576__14134__terpene__ANTISMASH__15379_29513,1.29016014364,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC32.0__NODE_4926_length_10643_cov_4.51776__10643__arylpolyene__ANTISMASH__0_10643,0.872825826098,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC52.0__NODE_4707_length_8186_cov_5.00332__8186__terpene__ANTISMASH__0_8186,2.99500860889,UC,2.64357411504,0.000704551855275,0.000704551855275263,N/A,N/A,Unassigned
O2.UC12.2__NODE_521_length_32839_cov_2.61158__32839__nrps__ANTISMASH__0_32839,2.18362102242,-,-,-,0.478253695985279,N/A,N/A,Unassigned
O2.UC47.0__NODE_143_length_66240_cov_8.95584__37034__nrps__ANTISMASH__0_37034,2.39059804344,-,-,-,0.411300459413516,N/A,N/A,Unassigned
V1.CD24.0__NODE_18_length_225290_cov_9.93792__41719__other__ANTISMASH__21509_63228,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC51.2__NODE_2142_length_18193_cov_2.81393__18193__other__ANTISMASH__0_18193,1.33194993515,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC23.2__NODE_123_length_53602_cov_5.17215__42532__other__ANTISMASH__8083_50615,3.39314135391,UC,3.11417704827,0.000796672108325,0.000796672108324859,NZ_HF545617,Ruminococcus bicirculans,Firmicutes
V1.UC21.4__NODE_2620_length_13973_cov_2.66166__13973__siderophore__ANTISMASH__0_13973,1.32232162615,-,-,-,0.684274002857647,NZ_NCRW01000001,Enterobacter cloacae,Proteobacteria
O2.UC60.2__NODE_7_length_224745_cov_37.738__21059__terpene__ANTISMASH__11869_32928,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.UC50.1__NODE_1347_length_24394_cov_3.74539__24394__other__ANTISMASH__0_24394,3.0182766122,-,-,-,0.104093406260054,N/A,N/A,Unassigned
V1.UC33.0__NODE_223_length_59851_cov_6.38772__11026__bacteriocin__ANTISMASH__20366_31392,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC52.2__NODE_4094_length_8908_cov_1.84593__8908__arylpolyene__ANTISMASH__0_8908,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC18.2__NODE_2955_length_10877_cov_4.25097__10877__resorcinol__ANTISMASH__0_10877,3.28451720291,-,-,-,0.139592351584325,NZ_LFQU01000005,Prevotella sp. 109,Bacteroidetes
V1.UC2.4__NODE_4132_length_6007_cov_1.53545__5307__bacteriocin__ANTISMASH__700_6007,1.67278949309,-,-,-,0.310984456208192,NZ_PKKC01000003,Lactobacillus gasseri,Firmicutes
O2.UC48.2__NODE_1990_length_14237_cov_2.29502__14237__microcin__ANTISMASH__0_14237,3.38207516108,-,-,-,0.156366279294696,N/A,N/A,Unassigned
V1.CD41.0__NODE_3206_length_12450_cov_111.015__11725__bacteriocin__ANTISMASH__725_12450,3.50847064266,-,-,-,0.0620818796666996,NZ_KE993355,Blautia sp. KLE 1732,Firmicutes
V1.UC48.0__NODE_245_length_61474_cov_9.85462__10948__bacteriocin__ANTISMASH__17901_28849,1.96011167075,-,-,-,0.718913189412112,N/A,N/A,Unassigned
V1.UC11.0__NODE_60_length_96310_cov_12.3574__22766__lantipeptide__ANTISMASH__55831_78597,3.20970139008,CD,2.64791759038,0.00369831656394,0.00369831656393834,N/A,N/A,Unassigned
O2.UC35.2__NODE_407_length_46571_cov_6.56376__29158__lassopeptide__ANTISMASH__17413_46571,3.10805606184,-,-,-,0.104673079431392,N/A,N/A,Unassigned
O2.UC51.0__NODE_961_length_27364_cov_3.63704__19525__bacteriocin__ANTISMASH__7839_27364,1.92528489759,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC37.0__NODE_1292_length_18011_cov_2.58822__18011__nrps__ANTISMASH__0_18011,1.64769485976,-,-,-,0.310984456208192,N/A,N/A,Unassigned
O2.UC47.0__NODE_2217_length_12004_cov_2.90752__12004__nrps__ANTISMASH__0_12004,1.77775407453,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC53.0__NODE_3203_length_11936_cov_6.42143__11936__lantipeptide__ANTISMASH__0_11936,2.94950433546,-,-,-,0.0529679244165106,N/A,N/A,Unassigned
V1.UC4.5__NODE_5249_length_10230_cov_5.66644__10230__arylpolyene__ANTISMASH__0_10230,1.73506116003,-,-,-,0.356672031948739,N/A,N/A,Unassigned
V1.CD35.1__NODE_26_length_121253_cov_16.4398__25354__nrps__ANTISMASH__0_25354,3.32375481968,CD,3.08162057143,2.84593067524e-16,2.84593067523703e-16,NZ_CZAB01000040,Clostridium clostridioforme,Firmicutes
V1.UC15.3__NODE_2268_length_14353_cov_2.13393__14353__other__ANTISMASH__0_14353,1.84774510523,-,-,-,0.162821822751433,N/A,N/A,Unassigned
V1.CD7.4__NODE_2565_length_9878_cov_2.43663__9878__bacteriocin__ANTISMASH__0_9878,2.32654820506,-,-,-,0.0341967552999988,NZ_PPUS01000004,Eggerthella lenta,Actinobacteria
O2.UC31.2__NODE_245_length_50235_cov_2.27613__36351__nrps__ANTISMASH__0_36351,2.61231193126,-,-,-,0.272163476922754,NZ_OLMR01000003,Anaeromassilibacillus sp. Marseille-P3876,Firmicutes
O2.UC27.2__NODE_149_length_83581_cov_4.7842__11078__microcin__ANTISMASH__72503_83581,3.949438907,-,-,-,0.768011035538565,NZ_GG698602,Dialister invisus DSM 15470,Firmicutes
O2.UC34.2__NODE_368_length_38945_cov_3.43286__38945__bacteriocin__ANTISMASH__0_38945,2.98213157988,-,-,-,0.247077350238649,NZ_CP015283,Streptococcus salivarius,Firmicutes
V1.CD42.0__NODE_5163_length_6740_cov_3.67345__6740__nrps__ANTISMASH__0_6740,2.73948490713,-,-,-,0.24206315822558,N/A,N/A,Unassigned
O2.UC32.0__NODE_2957_length_9818_cov_2.26078__9818__arylpolyene__ANTISMASH__0_9818,2.66714629264,-,-,-,0.162821822751433,N/A,N/A,Unassigned
O2.UC2.0__NODE_2008_length_10579_cov_1.95144__10579__other__ANTISMASH__0_10579,3.20213940102,UC,2.9263267161,0.00167980944717,0.00167980944717238,N/A,N/A,Unassigned
O2.UC58.2__NODE_5758_length_6039_cov_1.50318__6039__arylpolyene__ANTISMASH__0_6039,2.35456659706,-,-,-,0.126564848808417,N/A,N/A,Unassigned
V1.CD24.0__NODE_1879_length_14656_cov_1.90775__14656__lantipeptide__ANTISMASH__0_14656,2.21365432806,-,-,-,0.407690697701716,NZ_CYYH01000006,Anaerostipes hadrus,Firmicutes
O2.UC22.2__NODE_688_length_29298_cov_5.78409__9786__bacteriocin__ANTISMASH__19512_29298,3.6611559442,-,-,-,0.0397195712794814,N/A,N/A,Unassigned
O2.UC52.0__NODE_771_length_23640_cov_3.06975__22672__other__ANTISMASH__968_23640,1.52646922692,-,-,-,0.411300459413516,N/A,N/A,Unassigned
V1.UC62.0__NODE_2107_length_19098_cov_11.6675__19098__resorcinol__ANTISMASH__0_19098,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.UC55.4__NODE_541_length_62066_cov_3.10285__54884__nrps-t1pks__ANTISMASH__0_54884,2.15556967283,-,-,-,0.420059393534477,N/A,N/A,Unassigned
V1.UC50.1__NODE_6211_length_6677_cov_2.63938__6677__nrps__ANTISMASH__0_6677,1.48451976858,-,-,-,0.684274002857647,N/A,N/A,Unassigned
O2.UC34.2__NODE_4028_length_5464_cov_9.41764__5464__bacteriocin__ANTISMASH__0_5464,2.2699535236,-,-,-,0.563922257375829,NZ_CP022449,Lactobacillus acidophilus,Firmicutes
O2.UC2.0__NODE_4145_length_5959_cov_1.37246__5959__other__ANTISMASH__0_5959,2.15369163028,-,-,-,0.14353222089636,N/A,N/A,Unassigned
O2.UC4.2__NODE_4234_length_9225_cov_3.0723__9225__bacteriocin__ANTISMASH__0_9225,3.26964795441,UC,2.72384723291,0.00504878001944,0.0050487800194357,N/A,N/A,Unassigned
O2.UC44.0__NODE_659_length_29813_cov_4.62662__24979__bacteriocin__ANTISMASH__4834_29813,3.22847155137,-,-,-,0.020705873956765,N/A,N/A,Unassigned
V1.UC13.0__NODE_18_length_42972_cov_2.75185__37449__resorcinol__ANTISMASH__0_37449,3.46693021575,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC22.2__NODE_3328_length_9607_cov_1.96367__9607__lantipeptide__ANTISMASH__0_9607,1.80081394289,-,-,-,0.310984456208192,NZ_LT907978,Eubacterium hallii,Firmicutes
O2.UC23.2__NODE_2626_length_10860_cov_1.56964__10860__other__ANTISMASH__0_10860,1.97458519004,-,-,-,0.977676914349171,NZ_CP022547,Streptococcus thermophilus,Firmicutes
O2.UC38.2__NODE_7_length_175184_cov_538.21__41173__arylpolyene__ANTISMASH__51347_92520,3.81491010953,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC4.2__NODE_6683_length_6170_cov_1.37449__6170__other__ANTISMASH__0_6170,3.12066283994,UC,2.83534945327,0.00670834251945,0.00670834251945373,N/A,N/A,Unassigned
V1.CD16.0__NODE_247_length_48087_cov_2.24486__30879__other__ANTISMASH__0_30879,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC35.2__NODE_342_length_51352_cov_3.60247__33579__lantipeptide__ANTISMASH__17773_51352,3.48051023215,-,-,-,0.422732605500317,NZ_CYZP01000002,Blautia obeum,Firmicutes
O2.UC59.0__NODE_1904_length_14638_cov_2.08078__14638__nrps__ANTISMASH__0_14638,2.45417094978,-,-,-,0.574196064372379,N/A,N/A,Unassigned
O2.UC51.0__NODE_1454_length_20313_cov_1.66507__20313__nrps__ANTISMASH__0_20313,0,-,-,-,NaN,NZ_DS995606,Tyzzerella nexilis DSM 1787,Firmicutes
V1.UC53.4__NODE_1077_length_19809_cov_14.4938__19809__microcin__ANTISMASH__0_19809,4.29629723911,UC,3.96443261251,1.701846e-07,1.70184600000108e-07,NZ_PRLD01000010,Faecalibacterium prausnitzii,Firmicutes
V1.CD16.0__NODE_1177_length_19678_cov_2.81348__19678__other__ANTISMASH__0_19678,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.UC17.2__NODE_459_length_40177_cov_4.86531__30032__nrps__ANTISMASH__0_30032,2.01030823457,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.CD18.3__NODE_543_length_33639_cov_4.77606__26810__other__ANTISMASH__0_26810,2.76701171086,CD,2.72420145206,2.48610338885e-08,2.48610338885406e-08,NZ_KI518373,Fusobacterium nucleatum CTI-5,Fusobacteria
V1.CD7.4__NODE_2427_length_10544_cov_3.75517__10544__bacteriocin__ANTISMASH__0_10544,2.49913618169,-,-,-,0.274611087602656,NZ_CP013939,Streptococcus thermophilus,Firmicutes
V1.UC10.2__NODE_5354_length_7045_cov_1.82761__7045__arylpolyene__ANTISMASH__0_7045,2.97603862667,-,-,-,0.198339323706594,NZ_PJLI01000001,Akkermansia muciniphila,Verrucomicrobia
V1.CD22.0__NODE_129_length_107589_cov_13.1436__30047__nrps__ANTISMASH__77542_107589,0.832259896783,-,-,-,0.684274002857647,N/A,N/A,Unassigned
O2.UC36.2__NODE_57_length_108795_cov_6.20109__46107__nrps__ANTISMASH__41800_87907,3.08130169446,-,-,-,0.0458210191913595,N/A,N/A,Unassigned
O2.UC12.2__NODE_969_length_22816_cov_3.11449__22816__lantipeptide__ANTISMASH__0_22816,2.48273227316,-,-,-,0.411300459413516,N/A,N/A,Unassigned
O2.UC26.0__NODE_912_length_25616_cov_8.1023__25616__siderophore__ANTISMASH__0_25616,2.88112497443,-,-,-,0.44274471277104,NZ_BGYR01000050,Escherichia coli,Proteobacteria
V1.UC1.0__NODE_3056_length_9934_cov_5.50764__9934__arylpolyene__ANTISMASH__0_9934,2.68529991654,-,-,-,0.209945414619177,N/A,N/A,Unassigned
V1.CD35.1__NODE_3453_length_6346_cov_2.92879__6346__lantipeptide__ANTISMASH__0_6346,2.78204412591,CD,2.55952778855,6.7379738685e-07,6.7379738685048e-07,NZ_CP030280,Blautia sp. N6H1-15,Firmicutes
